Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270060","Holdings owned by the holder or in owner-like possession","1980","1978","No","1451446","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","1980","1978","%","58.56","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270061","Holdings rented from others","1980","1978","ha","50216580","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270061","Holdings rented from others","1980","1978","%","12.05","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270061","Holdings rented from others","1980","1978","No","313648","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270061","Holdings rented from others","1980","1978","%","12.65","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270064","Holdings under more than one form of tenure","1980","1978","ha","228611809","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270064","Holdings under more than one form of tenure","1980","1978","%","54.86","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270064","Holdings under more than one form of tenure","1980","1978","No","713548","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270064","Holdings under more than one form of tenure","1980","1978","%","28.79","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270070","Holdings operated by civil persons","1980","1978","ha","342318721","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270070","Holdings operated by civil persons","1980","1978","%","82.15","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270070","Holdings operated by civil persons","1980","1978","No","2416727","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270070","Holdings operated by civil persons","1980","1978","%","97.5","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270071","Holdings operated by juridical persons","1980","1978","ha","48644850","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270071","Holdings operated by juridical persons","1980","1978","%","11.67","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270071","Holdings operated by juridical persons","1980","1978","No","51270","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270071","Holdings operated by juridical persons","1980","1978","%","2.07","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","50260","Area","270072","Holdings operated by other legal status(es)","1980","1978","ha","25743508","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6200","Percentage of total area","270072","Holdings operated by other legal status(es)","1980","1978","%","6.18","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270072","Holdings operated by other legal status(es)","1980","1978","No","10645","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","6201","Percent of total number","270072","Holdings operated by other legal status(es)","1980","1978","%","0.43","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700520","Civil holders, male","1980","1978","No","2350472","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","62020","Percent of total persons (holders)","2700520","Civil holders, male","1980","1978","%","94.83","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700510","Civil holders, female","1980","1978","No","128170","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","62020","Percent of total persons (holders)","2700510","Civil holders, female","1980","1978","%","5.17","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700500","Civil holders, total","1980","1978","No","2478642","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700501","Civil holders, total <25 years","1980","1978","No","78975","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700502","Civil holders, total 25-<35 years","1980","1978","No","323175","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700504","Civil holders, total 35-<45 years","1980","1978","No","485109","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700505","Civil holders, total 45-<55 years","1980","1978","No","595532","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700506","Civil holders, total 55-<65 years","1980","1978","No","588212","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","2700507","Civil holders, total >=65 years","1980","1978","No","407639","A","Official figure",""
